wall1,BeamformerBase,11.98910188266891,3.787226523237223,45.49575477375728,47.04893480608114
wall1,BeamformerFunctional,11.657360499085865,3.7245435942959944,45.35013225915557,46.82444393400258
wall1,BeamformerMusic,20.51001894652756,4.714395847794947,80.70663987489132,83.2719796635238
wall1,BeamformerCapon,13.776065017695066,5.133217016739877,46.75331111403835,48.740661336278805
wall2,BeamformerBase,4.990143311195312,4.057432792136069,3.9235469948911756,6.347893452743743
wall2,BeamformerFunctional,5.596773642507911,4.2309966896770845,6.243546798532353,8.384852522909085
wall2,BeamformerMusic,12.3149787693619,5.116312811349388,50.76496765745472,52.23734912256038
wall2,BeamformerCapon,6.563443119739642,5.495788773141044,5.11474459650334,8.321021444120772
wall3,BeamformerBase,9.257988643857013,5.939410762586732,25.979248825984158,27.57955263038515
wall3,BeamformerFunctional,8.878584119802689,5.47656476381502,25.655553508702447,27.14841950851479
wall3,BeamformerMusic,12.542691347681926,6.804916402509946,42.4006191752631,44.2168702271984
wall3,BeamformerCapon,12.855445819231031,6.918839364721634,41.569153572509826,43.51157335636222
